,loan_status
24624,fully_paid
24587,default
6344,fully_paid
22737,default
2120,default
25466,default
10570,fully_paid
11625,fully_paid
19832,default
8079,default
11249,default
22591,default
950,default
23005,fully_paid
2307,fully_paid
21168,default
8775,default
273,default
18256,default
22165,fully_paid
25778,fully_paid
15801,default
3900,fully_paid
14259,default
14809,fully_paid
24193,default
6274,fully_paid
23406,fully_paid
4509,default
13690,fully_paid
26169,fully_paid
13279,fully_paid
11555,fully_paid
13923,fully_paid
5312,fully_paid
15393,fully_paid
4409,default
22722,default
3907,default
18036,fully_paid
14312,default
7875,default
13445,default
24250,default
9918,default
22459,default
26144,fully_paid
14957,fully_paid
9800,fully_paid
11633,default
7052,default
24282,fully_paid
7439,fully_paid
22141,default
18504,default
23446,default
8093,fully_paid
80,fully_paid
13112,default
8451,fully_paid
16464,default
6195,default
17673,default
15310,default
23975,default
239,default
1125,fully_paid
12032,fully_paid
21083,default
3229,default
20560,default
12572,default
17546,default
8872,fully_paid
20805,fully_paid
21051,fully_paid
16810,default
10750,default
23458,fully_paid
5447,default
12934,default
9748,default
20262,default
16199,default
18210,fully_paid
7518,fully_paid
15046,default
25498,fully_paid
12689,default
20215,default
9921,default
539,default
9995,default
10865,fully_paid
15390,default
17124,default
10171,fully_paid
10707,default
21856,default
24701,default
688,default
19566,fully_paid
18281,default
20591,fully_paid
9402,default
4302,default
23708,fully_paid
13113,fully_paid
25417,fully_paid
25052,default
18209,fully_paid
14541,fully_paid
5425,fully_paid
8957,default
17660,default
5559,fully_paid
16010,fully_paid
26030,fully_paid
11378,default
13393,default
12563,fully_paid
3202,fully_paid
6626,fully_paid
20283,fully_paid
8878,fully_paid
22643,default
11363,fully_paid
7025,fully_paid
23854,default
5489,default
6906,default
120,fully_paid
10079,fully_paid
17963,default
15778,fully_paid
20388,default
592,default
11920,fully_paid
14959,fully_paid
4674,fully_paid
3790,default
9907,default
20030,default
2318,fully_paid
22593,default
1382,default
11362,fully_paid
601,default
23733,default
4275,fully_paid
14277,fully_paid
22860,fully_paid
11006,default
16241,fully_paid
2682,fully_paid
22876,fully_paid
15950,fully_paid
22031,fully_paid
14998,fully_paid
25063,fully_paid
9544,fully_paid
1379,default
13605,default
15902,default
7731,fully_paid
23240,fully_paid
12293,fully_paid
4762,fully_paid
8641,default
1582,fully_paid
16748,default
24170,fully_paid
25484,default
19223,default
22636,fully_paid
2348,default
12197,fully_paid
12791,fully_paid
5013,fully_paid
4005,fully_paid
21396,fully_paid
5478,default
17594,default
16547,default
16296,default
4480,default
9649,default
24311,default
16091,default
19692,fully_paid
11240,fully_paid
2444,fully_paid
25883,fully_paid
8471,fully_paid
13367,fully_paid
18561,default
1006,default
12686,fully_paid
6351,default
14203,fully_paid
12710,default
6746,fully_paid
16501,default
11964,default
16359,fully_paid
5705,default
4029,default
23834,default
24470,fully_paid
15208,fully_paid
20015,fully_paid
490,fully_paid
8412,fully_paid
20982,default
4734,default
17115,default
11905,fully_paid
19108,default
2723,default
13239,fully_paid
10336,default
4336,default
21464,default
6680,fully_paid
8157,fully_paid
16851,fully_paid
22824,default
16484,default
5429,fully_paid
3576,fully_paid
424,fully_paid
12507,default
10202,default
22688,fully_paid
23265,default
21065,fully_paid
22952,fully_paid
6717,default
10993,fully_paid
2321,default
24257,default
16793,default
9829,default
13462,fully_paid
6628,fully_paid
5846,fully_paid
14599,default
6310,default
9966,fully_paid
13267,fully_paid
4016,fully_paid
6515,fully_paid
24757,fully_paid
11850,fully_paid
10751,fully_paid
15458,fully_paid
16658,fully_paid
24886,default
17966,default
24609,default
22627,fully_paid
22151,fully_paid
25362,default
9738,default
21960,fully_paid
3656,default
16018,default
21697,fully_paid
18284,default
260,fully_paid
24902,default
17010,fully_paid
5733,fully_paid
4429,default
17392,fully_paid
8163,fully_paid
17804,default
16057,fully_paid
22161,fully_paid
25945,default
21913,default
24197,fully_paid
13252,default
19769,default
13454,default
22167,default
21529,default
15808,default
11448,default
24135,default
25488,fully_paid
23129,default
690,default
20826,fully_paid
10907,default
25025,default
22006,default
9286,fully_paid
25210,default
17081,fully_paid
15434,default
8389,fully_paid
441,fully_paid
16423,fully_paid
14547,fully_paid
20271,fully_paid
5669,default
22981,default
16731,fully_paid
4385,fully_paid
7522,default
25047,fully_paid
11045,fully_paid
341,default
12913,fully_paid
22362,fully_paid
15410,default
4379,default
16736,fully_paid
24318,fully_paid
7161,default
1740,default
18472,fully_paid
14314,fully_paid
1094,default
22304,default
19809,fully_paid
16790,fully_paid
5779,fully_paid
948,default
9601,fully_paid
10211,default
22886,default
563,fully_paid
17263,default
6000,fully_paid
3832,fully_paid
2065,default
2600,fully_paid
749,default
2895,default
17050,fully_paid
20920,fully_paid
4860,default
19569,fully_paid
24366,fully_paid
15298,fully_paid
429,default
18282,fully_paid
3722,default
16610,fully_paid
23222,default
7927,fully_paid
18110,fully_paid
1815,fully_paid
9552,fully_paid
18951,fully_paid
17340,default
20513,default
16456,fully_paid
13019,fully_paid
10074,fully_paid
9455,default
1075,fully_paid
10636,fully_paid
16668,default
13806,fully_paid
16546,default
22392,fully_paid
23158,default
25871,default
832,default
157,fully_paid
21318,fully_paid
7413,default
11562,default
1687,default
13141,default
21643,default
10284,fully_paid
10534,default
10354,fully_paid
24465,fully_paid
9235,fully_paid
7453,fully_paid
6244,default
25687,default
1120,fully_paid
18336,fully_paid
17027,default
2405,default
2922,fully_paid
10323,default
13766,default
25968,fully_paid
12588,default
2552,fully_paid
7149,default
2250,fully_paid
4224,default
7950,default
16857,default
3581,default
14238,fully_paid
13863,default
14537,default
15328,default
20728,default
8057,default
19368,default
12746,default
17710,fully_paid
11885,fully_paid
20762,default
21557,default
17645,fully_paid
21428,fully_paid
12452,fully_paid
16629,default
23992,fully_paid
186,fully_paid
25557,fully_paid
21986,fully_paid
6593,fully_paid
15231,fully_paid
9245,default
20261,default
13826,default
6242,fully_paid
9023,fully_paid
2231,default
18558,default
12243,default
1800,default
26290,default
1140,fully_paid
12241,fully_paid
12505,fully_paid
1450,default
19194,default
13384,default
5911,default
1487,default
21507,default
5950,fully_paid
7020,fully_paid
14519,default
12021,fully_paid
26343,fully_paid
11711,default
8591,fully_paid
12994,default
14834,fully_paid
5296,fully_paid
14040,fully_paid
2438,fully_paid
18643,fully_paid
9475,default
18099,fully_paid
6761,default
24132,fully_paid
8379,default
736,default
18360,fully_paid
15237,default
16279,fully_paid
14612,default
12540,default
19685,default
817,fully_paid
12812,fully_paid
25668,fully_paid
4133,fully_paid
15617,fully_paid
25302,fully_paid
14969,fully_paid
2221,default
19826,default
18383,fully_paid
26224,fully_paid
4785,fully_paid
12514,fully_paid
3921,fully_paid
16791,fully_paid
23113,default
581,fully_paid
9576,default
2658,fully_paid
10266,default
26044,fully_paid
6348,default
24280,default
1703,default
14164,default
21481,default
1917,default
5953,fully_paid
14311,fully_paid
4690,default
19338,fully_paid
22220,default
9570,fully_paid
7894,default
25295,default
15186,fully_paid
11649,fully_paid
16455,default
9484,default
728,fully_paid
15379,default
1339,fully_paid
19568,fully_paid
13230,default
5583,default
5728,fully_paid
9780,default
25012,fully_paid
19090,default
16186,default
4301,default
6448,default
5963,default
5050,fully_paid
16596,fully_paid
4398,default
16746,fully_paid
24781,default
5353,default
25419,default
7064,fully_paid
22202,fully_paid
25902,fully_paid
5560,default
13268,default
16391,default
8013,default
21261,fully_paid
22101,default
2096,fully_paid
16823,fully_paid
19344,fully_paid
6639,fully_paid
16980,default
5956,default
21230,default
4573,default
17508,default
3392,fully_paid
17316,fully_paid
24115,fully_paid
1983,default
684,fully_paid
18973,default
24824,default
3426,fully_paid
23695,fully_paid
2180,fully_paid
21804,default
16149,fully_paid
3720,fully_paid
4340,default
10139,fully_paid
4368,default
11371,fully_paid
7541,default
5364,fully_paid
22920,default
4566,fully_paid
21914,fully_paid
19497,default
280,default
2268,fully_paid
12000,fully_paid
3583,fully_paid
11694,default
4065,default
7830,default
5015,default
4142,default
25073,default
1580,default
3475,fully_paid
1028,fully_paid
21166,fully_paid
7938,fully_paid
10093,fully_paid
17286,fully_paid
20640,default
4669,fully_paid
13543,default
17379,default
3930,fully_paid
9112,fully_paid
19286,default
2127,fully_paid
16618,fully_paid
20709,fully_paid
7182,fully_paid
13749,default
8021,fully_paid
23687,default
348,fully_paid
14052,fully_paid
11577,fully_paid
4250,default
5213,default
17390,fully_paid
2721,fully_paid
22454,fully_paid
4988,default
5535,default
1762,fully_paid
20827,default
8262,default
15327,default
5773,fully_paid
6899,default
19526,fully_paid
25497,default
7156,fully_paid
8766,default
7217,fully_paid
8027,default
25272,default
13460,fully_paid
6557,default
25714,default
8687,default
19781,default
23184,fully_paid
6604,default
8677,default
1223,fully_paid
10641,default
9557,default
9355,fully_paid
25215,fully_paid
23730,default
17221,default
15692,fully_paid
25707,fully_paid
2515,fully_paid
15654,default
18176,fully_paid
16884,fully_paid
25800,default
4861,default
18715,default
10632,fully_paid
23523,default
12079,default
7953,default
5246,default
17816,default
4630,default
23987,default
9376,fully_paid
13792,default
22124,default
11231,default
20545,fully_paid
1347,fully_paid
15664,default
14400,default
15033,default
24141,default
17714,fully_paid
11599,fully_paid
882,fully_paid
26186,default
4790,default
9094,default
463,default
21240,default
22417,default
18510,default
12583,default
5870,fully_paid
11720,default
5252,default
16730,fully_paid
22136,fully_paid
22677,default
18746,default
25537,fully_paid
300,fully_paid
20107,fully_paid
22490,fully_paid
4118,fully_paid
12237,fully_paid
20760,fully_paid
16103,fully_paid
14576,default
13625,default
1285,fully_paid
9910,default
10640,default
17749,default
4014,fully_paid
21384,fully_paid
13674,default
5698,default
16065,fully_paid
16578,fully_paid
25922,fully_paid
18143,fully_paid
21971,default
21755,default
9084,default
25341,default
11094,fully_paid
2367,fully_paid
3132,fully_paid
14930,fully_paid
16071,default
22894,default
19465,fully_paid
3258,fully_paid
5398,default
7364,default
24165,fully_paid
6332,default
22422,fully_paid
9856,default
9399,fully_paid
15148,default
14962,fully_paid
6798,default
5719,fully_paid
12995,fully_paid
13390,default
15428,fully_paid
21542,default
24054,fully_paid
4578,default
22803,default
7342,default
13580,default
25780,default
8312,default
2134,default
4110,default
12065,default
23456,default
7604,default
14342,fully_paid
8152,fully_paid
1422,fully_paid
2244,default
20844,fully_paid
5118,default
11032,default
12165,default
361,default
21893,fully_paid
14768,fully_paid
23201,fully_paid
1718,fully_paid
13730,fully_paid
21556,fully_paid
15419,fully_paid
12206,default
8228,fully_paid
20172,default
3742,default
12594,default
19387,fully_paid
5432,default
25072,fully_paid
3186,fully_paid
12560,default
14260,default
14211,default
26058,fully_paid
2970,fully_paid
12468,default
14151,fully_paid
8121,fully_paid
7410,default
15699,fully_paid
8081,fully_paid
24017,default
12235,default
26176,fully_paid
12745,default
17219,fully_paid
13635,default
8870,fully_paid
10325,fully_paid
20526,default
723,fully_paid
3057,fully_paid
21460,fully_paid
16151,fully_paid
6827,default
498,default
21485,default
23180,default
47,default
15987,fully_paid
1584,default
6141,fully_paid
10052,default
1695,fully_paid
24740,fully_paid
3509,default
1187,default
13581,default
22265,default
17896,default
8664,fully_paid
20341,fully_paid
16450,default
25310,fully_paid
23394,fully_paid
21328,fully_paid
25410,fully_paid
8123,default
21,fully_paid
2468,default
9440,fully_paid
1826,fully_paid
1793,fully_paid
5984,default
2803,default
20913,default
23260,default
2823,fully_paid
19450,default
9032,default
5228,default
20345,fully_paid
8194,fully_paid
21695,default
18959,default
11211,fully_paid
767,fully_paid
21136,fully_paid
14792,fully_paid
13824,default
15679,default
6370,fully_paid
11848,default
13786,fully_paid
13724,default
21637,fully_paid
20011,default
3725,default
5985,fully_paid
25986,default
3803,fully_paid
14675,fully_paid
18183,fully_paid
24434,fully_paid
10594,fully_paid
16975,default
21624,default
10187,default
798,fully_paid
9234,fully_paid
1512,default
604,fully_paid
20550,fully_paid
19082,default
7396,fully_paid
24367,fully_paid
15137,fully_paid
15302,fully_paid
10114,default
8274,fully_paid
3826,default
13231,fully_paid
12477,default
25348,fully_paid
2685,default
15628,fully_paid
16876,default
20699,fully_paid
344,fully_paid
3255,fully_paid
4383,fully_paid
16699,default
10302,fully_paid
24632,fully_paid
3635,fully_paid
21618,default
17098,fully_paid
18949,default
8493,fully_paid
12785,default
14094,default
16128,fully_paid
4255,fully_paid
3511,fully_paid
8776,default
17858,fully_paid
24309,default
9478,fully_paid
24562,fully_paid
24614,default
17082,default
7868,default
24923,fully_paid
16666,default
12393,default
994,default
9351,default
15660,fully_paid
3091,default
5952,default
3603,fully_paid
22380,fully_paid
25760,fully_paid
15187,fully_paid
16130,fully_paid
21417,default
7980,fully_paid
14482,fully_paid
16555,default
7300,default
23816,default
2894,default
25829,fully_paid
8685,fully_paid
11811,default
13447,fully_paid
17479,fully_paid
3739,default
9010,default
24716,default
8131,fully_paid
14975,fully_paid
22173,fully_paid
14201,fully_paid
10777,fully_paid
521,fully_paid
19379,default
8684,default
11901,fully_paid
2000,default
23013,default
17545,fully_paid
15361,fully_paid
22183,default
7567,default
25783,default
8753,fully_paid
25300,fully_paid
12990,default
12431,default
22653,fully_paid
20799,default
20254,fully_paid
3799,fully_paid
18968,fully_paid
11814,default
5692,fully_paid
13271,fully_paid
17851,fully_paid
15926,default
